,modo,tipo,bairro,rua,numero,metros_quadrados,quartos,vagas,banheiros,valor
545,venda,Sala,Caminho das Árvores, Rua Ewerton Visco,,32.55,0,1,1,220000
546,venda,Apartamento,Candeal, Rua Paulo Afonso,,72.0,2,1,1,268000
547,venda,Apart-hotel,Caminho das Árvores, Rua Clarival do Prado Valladares,214.0,42.5,1,1,1,220000
548,venda,Apartamento,Jardim Apipema, Rua Plínio Moscoso,,162.0,4,3,4,1100000
549,venda,Apartamento,Pituba,,,226.89,3,2,4,530000
550,venda,Apartamento,Politeama, Rua Clóvis Spínola,40.0,44.83,1,0,1,150000
551,venda,Apartamento,Imbuí, Rua Professor Jairo Simões,78.0,50.31,2,1,1,165000
552,venda,Apartamento,Nazaré, Rua Bela Vista do Cabral,342.0,73.7,3,1,2,200000
553,venda,Sala,Caminho das Árvores, Rua Frederico Simões,,27.42,0,1,0,210000
554,venda,Apartamento,Amaralina, Rua Bráulio Nascimento,85.0,75.0,2,0,2,260000
555,venda,Sala,Comércio, Rua dos Algibebes,,30.0,0,0,1,60000
556,venda,Sala,Rio Vermelho, Avenida Oceânica,,108.14,0,3,1,1154259
557,venda,Apartamento,Politeama,,,58.0,2,1,2,200000
558,venda,Apartamento,Pituba, Rua Hilton Rodrigues,,203.0,4,2,4,840000
559,venda,Casa Comercial,Ribeira, Avenida Beira Mar,,700.0,0,0,2,1700000
560,venda,Apartamento,Cabula,,,38.89,1,0,2,127000
